img_src1,short_image_path
http://langcog.stanford.edu/expts/saycam/frames/20606-S_20140903_2217_02.mp4-7885.jpg,20606-S_20140903_2217_02.mp4-7885.jpg
http://langcog.stanford.edu/expts/saycam/frames/15224-S_20131017_1200_03.mp4-17410.jpg,15224-S_20131017_1200_03.mp4-17410.jpg
http://langcog.stanford.edu/expts/saycam/frames/19407-S_20140611_1925_01.mp4-495.jpg,19407-S_20140611_1925_01.mp4-495.jpg
http://langcog.stanford.edu/expts/saycam/frames/14901-S_20130922_1105_03.mp4-1090.jpg,14901-S_20130922_1105_03.mp4-1090.jpg
http://langcog.stanford.edu/expts/saycam/frames/13340-S_20130622_0805_06.AVI.mp4-17775.jpg,13340-S_20130622_0805_06.AVI.mp4-17775.jpg
http://langcog.stanford.edu/expts/saycam/frames/15281-S_20131019_1202_03.mp4-29620.jpg,15281-S_20131019_1202_03.mp4-29620.jpg
http://langcog.stanford.edu/expts/saycam/frames/14355-S_20130822_1005_03.AVI.mp4-12780.jpg,14355-S_20130822_1005_03.AVI.mp4-12780.jpg
http://langcog.stanford.edu/expts/saycam/frames/14091-S_20130808_0922_04.mp4-6095.jpg,14091-S_20130808_0922_04.mp4-6095.jpg
http://langcog.stanford.edu/expts/saycam/frames/13491-S_20130703_0816_05.AVI.mp4-6255.jpg,13491-S_20130703_0816_05.AVI.mp4-6255.jpg
http://langcog.stanford.edu/expts/saycam/frames/12773-S_20130526_0709_05.AVI.mp4-8130.jpg,12773-S_20130526_0709_05.AVI.mp4-8130.jpg
http://langcog.stanford.edu/expts/saycam/frames/18111-S_20140320_1703_08.mp4-6040.jpg,18111-S_20140320_1703_08.mp4-6040.jpg
http://langcog.stanford.edu/expts/saycam/frames/18978-S_20140510_1823_07.mp4-7050.jpg,18978-S_20140510_1823_07.mp4-7050.jpg
http://langcog.stanford.edu/expts/saycam/frames/20941-S_20140920_2303_02.mp4-560.jpg,20941-S_20140920_2303_02.mp4-560.jpg
http://langcog.stanford.edu/expts/saycam/frames/18442-S_20140409_1723_02.AVI.mp4-28210.jpg,18442-S_20140409_1723_02.AVI.mp4-28210.jpg
http://langcog.stanford.edu/expts/saycam/frames/17440-S_20140212_1526_08.mp4-3155.jpg,17440-S_20140212_1526_08.mp4-3155.jpg
http://langcog.stanford.edu/expts/saycam/frames/14787-S_20130915_1029_06.mp4-5335.jpg,14787-S_20130915_1029_06.mp4-5335.jpg
http://langcog.stanford.edu/expts/saycam/frames/17318-S_20140206_1520_04.mp4-16620.jpg,17318-S_20140206_1520_04.mp4-16620.jpg
http://langcog.stanford.edu/expts/saycam/frames/12365-S_20130504_0617_02.AVI.mp4-25535.jpg,12365-S_20130504_0617_02.AVI.mp4-25535.jpg
http://langcog.stanford.edu/expts/saycam/frames/15068-S_20131003_1116_05.mp4-4190.jpg,15068-S_20131003_1116_05.mp4-4190.jpg
http://langcog.stanford.edu/expts/saycam/frames/16819-S_20140112_1426_04.mp4-14685.jpg,16819-S_20140112_1426_04.mp4-14685.jpg
http://langcog.stanford.edu/expts/saycam/frames/20226-S_20140809_2123_01.mp4-24120.jpg,20226-S_20140809_2123_01.mp4-24120.jpg
http://langcog.stanford.edu/expts/saycam/frames/14024-S_20130803_0917_05.AVI.mp4-20150.jpg,14024-S_20130803_0917_05.AVI.mp4-20150.jpg
http://langcog.stanford.edu/expts/saycam/frames/18470-S_20140409_1723_08.mp4-10135.jpg,18470-S_20140409_1723_08.mp4-10135.jpg
http://langcog.stanford.edu/expts/saycam/frames/15829-S_20131117_1300_05.mp4-10550.jpg,15829-S_20131117_1300_05.mp4-10550.jpg
http://langcog.stanford.edu/expts/saycam/frames/13583-S_20130710_0823_02.mp4-1645.jpg,13583-S_20130710_0823_02.mp4-1645.jpg
http://langcog.stanford.edu/expts/saycam/frames/16375-S_20131218_1401_01.mp4-4320.jpg,16375-S_20131218_1401_01.mp4-4320.jpg
http://langcog.stanford.edu/expts/saycam/frames/14006-S_20130803_0917_05.AVI.mp4-2510.jpg,14006-S_20130803_0917_05.AVI.mp4-2510.jpg
http://langcog.stanford.edu/expts/saycam/frames/12332-S_20130504_0617_01.AVI.mp4-33140.jpg,12332-S_20130504_0617_01.AVI.mp4-33140.jpg
http://langcog.stanford.edu/expts/saycam/frames/13241-S_20130619_0802_06.mp4-3220.jpg,13241-S_20130619_0802_06.mp4-3220.jpg
http://langcog.stanford.edu/expts/saycam/frames/13140-S_20130612_0726_05.AVI.mp4-13985.jpg,13140-S_20130612_0726_05.AVI.mp4-13985.jpg
http://langcog.stanford.edu/expts/saycam/frames/12501-S_20130515_0628_01.AVI.mp4-6875.jpg,12501-S_20130515_0628_01.AVI.mp4-6875.jpg
http://langcog.stanford.edu/expts/saycam/frames/21428-S_20141019_2402_02.AVI.mp4-7155.jpg,21428-S_20141019_2402_02.AVI.mp4-7155.jpg
http://langcog.stanford.edu/expts/saycam/frames/14955-S_20130925_1108_02.mp4-27625.jpg,14955-S_20130925_1108_02.mp4-27625.jpg
http://langcog.stanford.edu/expts/saycam/frames/16330-S_20131214_1327_04.mp4-2070.jpg,16330-S_20131214_1327_04.mp4-2070.jpg
http://langcog.stanford.edu/expts/saycam/frames/18935-S_20140510_1823_01.mp4-11690.jpg,18935-S_20140510_1823_01.mp4-11690.jpg
http://langcog.stanford.edu/expts/saycam/frames/18553-S_20140418_1801_01.mp4-22060.jpg,18553-S_20140418_1801_01.mp4-22060.jpg
http://langcog.stanford.edu/expts/saycam/frames/17018-S_20140125_1508_01.mp4-29160.jpg,17018-S_20140125_1508_01.mp4-29160.jpg
http://langcog.stanford.edu/expts/saycam/frames/18566-S_20140418_1801_02.mp4-7970.jpg,18566-S_20140418_1801_02.mp4-7970.jpg
http://langcog.stanford.edu/expts/saycam/frames/18804-S_20140503_1816_02.AVI.mp4-13040.jpg,18804-S_20140503_1816_02.AVI.mp4-13040.jpg
http://langcog.stanford.edu/expts/saycam/frames/18480-S_20140409_1723_08.mp4-19720.jpg,18480-S_20140409_1723_08.mp4-19720.jpg
http://langcog.stanford.edu/expts/saycam/frames/13257-S_20130619_0802_07.mp4-11575.jpg,13257-S_20130619_0802_07.mp4-11575.jpg
http://langcog.stanford.edu/expts/saycam/frames/15946-S_20131123_1306_01.mp4-22530.jpg,15946-S_20131123_1306_01.mp4-22530.jpg
http://langcog.stanford.edu/expts/saycam/frames/19079-S_20140517_1900_03.mp4-11010.jpg,19079-S_20140517_1900_03.mp4-11010.jpg
http://langcog.stanford.edu/expts/saycam/frames/19089-S_20140517_1900_03.mp4-24945.jpg,19089-S_20140517_1900_03.mp4-24945.jpg
http://langcog.stanford.edu/expts/saycam/frames/20198-S_20140806_2120_04.mp4-24415.jpg,20198-S_20140806_2120_04.mp4-24415.jpg
http://langcog.stanford.edu/expts/saycam/frames/12399-S_20130508_0621_01.AVI.mp4-21770.jpg,12399-S_20130508_0621_01.AVI.mp4-21770.jpg
http://langcog.stanford.edu/expts/saycam/frames/12649-S_20130522_0705_01.AVI.mp4-7835.jpg,12649-S_20130522_0705_01.AVI.mp4-7835.jpg
http://langcog.stanford.edu/expts/saycam/frames/19379-S_20140609_1923_02.mp4-4820.jpg,19379-S_20140609_1923_02.mp4-4820.jpg
http://langcog.stanford.edu/expts/saycam/frames/21163-S_20141001_2314_03.mp4-10620.jpg,21163-S_20141001_2314_03.mp4-10620.jpg
http://langcog.stanford.edu/expts/saycam/frames/17183-S_20140202_1516_04.mp4-3775.jpg,17183-S_20140202_1516_04.mp4-3775.jpg
http://langcog.stanford.edu/expts/saycam/frames/18737-S_20140426_1809_11.mp4-1530.jpg,18737-S_20140426_1809_11.mp4-1530.jpg
http://langcog.stanford.edu/expts/saycam/frames/20350-S_20140821_2204_02.mp4-7440.jpg,20350-S_20140821_2204_02.mp4-7440.jpg
http://langcog.stanford.edu/expts/saycam/frames/18283-S_20140403_1717_02.mp4-10360.jpg,18283-S_20140403_1717_02.mp4-10360.jpg
http://langcog.stanford.edu/expts/saycam/frames/15007-S_20130928_1111_05.mp4-5020.jpg,15007-S_20130928_1111_05.mp4-5020.jpg
http://langcog.stanford.edu/expts/saycam/frames/22331-S_20141214_2527_04.mp4-6435.jpg,22331-S_20141214_2527_04.mp4-6435.jpg
http://langcog.stanford.edu/expts/saycam/frames/17688-S_20140227_1610_01.mp4-11980.jpg,17688-S_20140227_1610_01.mp4-11980.jpg
http://langcog.stanford.edu/expts/saycam/frames/22243-S_20141211_2524_04.mp4-19135.jpg,22243-S_20141211_2524_04.mp4-19135.jpg
http://langcog.stanford.edu/expts/saycam/frames/18551-S_20140418_1801_01.mp4-15635.jpg,18551-S_20140418_1801_01.mp4-15635.jpg
http://langcog.stanford.edu/expts/saycam/frames/15118-S_20131009_1122_05.mp4-9610.jpg,15118-S_20131009_1122_05.mp4-9610.jpg
http://langcog.stanford.edu/expts/saycam/frames/12564-S_20130519_0702_01.AVI.mp4-1540.jpg,12564-S_20130519_0702_01.AVI.mp4-1540.jpg
http://langcog.stanford.edu/expts/saycam/frames/19591-S_20140618_2001_02.mp4-12190.jpg,19591-S_20140618_2001_02.mp4-12190.jpg
http://langcog.stanford.edu/expts/saycam/frames/16732-S_20140107_1421_02.mp4-11890.jpg,16732-S_20140107_1421_02.mp4-11890.jpg
http://langcog.stanford.edu/expts/saycam/frames/20104-S_20140801_2115_02.mp4-9115.jpg,20104-S_20140801_2115_02.mp4-9115.jpg
http://langcog.stanford.edu/expts/saycam/frames/20205-S_20140806_2120_05.mp4-8605.jpg,20205-S_20140806_2120_05.mp4-8605.jpg
http://langcog.stanford.edu/expts/saycam/frames/19219-S_20140528_1911_02.mp4-34490.jpg,19219-S_20140528_1911_02.mp4-34490.jpg
http://langcog.stanford.edu/expts/saycam/frames/18289-S_20140403_1717_04.AVI.mp4-2750.jpg,18289-S_20140403_1717_04.AVI.mp4-2750.jpg
http://langcog.stanford.edu/expts/saycam/frames/13256-S_20130619_0802_07.mp4-10380.jpg,13256-S_20130619_0802_07.mp4-10380.jpg
http://langcog.stanford.edu/expts/saycam/frames/18362-S_20140405_1719_03.AVI.mp4-1940.jpg,18362-S_20140405_1719_03.AVI.mp4-1940.jpg
http://langcog.stanford.edu/expts/saycam/frames/13578-S_20130706_0819_05.mp4-14825.jpg,13578-S_20130706_0819_05.mp4-14825.jpg
http://langcog.stanford.edu/expts/saycam/frames/17750-S_20140227_1610_06.mp4-3715.jpg,17750-S_20140227_1610_06.mp4-3715.jpg
http://langcog.stanford.edu/expts/saycam/frames/21920-S_20141119_2502_02.mp4-5595.jpg,21920-S_20141119_2502_02.mp4-5595.jpg
http://langcog.stanford.edu/expts/saycam/frames/18583-S_20140418_1801_03.mp4-11705.jpg,18583-S_20140418_1801_03.mp4-11705.jpg
http://langcog.stanford.edu/expts/saycam/frames/19598-S_20140618_2001_03.mp4-1650.jpg,19598-S_20140618_2001_03.mp4-1650.jpg
http://langcog.stanford.edu/expts/saycam/frames/19097-S_20140517_1900_04.mp4-9745.jpg,19097-S_20140517_1900_04.mp4-9745.jpg
http://langcog.stanford.edu/expts/saycam/frames/17999-S_20140312_1623_04.mp4-9900.jpg,17999-S_20140312_1623_04.mp4-9900.jpg
http://langcog.stanford.edu/expts/saycam/frames/12714-S_20130522_0705_07.AVI.mp4-7475.jpg,12714-S_20130522_0705_07.AVI.mp4-7475.jpg
http://langcog.stanford.edu/expts/saycam/frames/14090-S_20130808_0922_04.mp4-5945.jpg,14090-S_20130808_0922_04.mp4-5945.jpg
http://langcog.stanford.edu/expts/saycam/frames/17047-S_20140125_1508_02.mp4-31320.jpg,17047-S_20140125_1508_02.mp4-31320.jpg
http://langcog.stanford.edu/expts/saycam/frames/15349-S_20131024_1207_03.mp4-20385.jpg,15349-S_20131024_1207_03.mp4-20385.jpg
http://langcog.stanford.edu/expts/saycam/frames/15952-S_20131123_1306_02.mp4-4950.jpg,15952-S_20131123_1306_02.mp4-4950.jpg
http://langcog.stanford.edu/expts/saycam/frames/15276-S_20131019_1202_03.mp4-18300.jpg,15276-S_20131019_1202_03.mp4-18300.jpg
http://langcog.stanford.edu/expts/saycam/frames/13384-S_20130626_0809_06.AVI.mp4-8135.jpg,13384-S_20130626_0809_06.AVI.mp4-8135.jpg
http://langcog.stanford.edu/expts/saycam/frames/16245-S_20131207_1320_05.mp4-8825.jpg,16245-S_20131207_1320_05.mp4-8825.jpg
http://langcog.stanford.edu/expts/saycam/frames/14350-S_20130822_1005_03.AVI.mp4-5010.jpg,14350-S_20130822_1005_03.AVI.mp4-5010.jpg
http://langcog.stanford.edu/expts/saycam/frames/21686-S_20141102_2416_02.AVI.mp4-17750.jpg,21686-S_20141102_2416_02.AVI.mp4-17750.jpg
http://langcog.stanford.edu/expts/saycam/frames/12878-S_20130529_0712_05.mp4-15600.jpg,12878-S_20130529_0712_05.mp4-15600.jpg
http://langcog.stanford.edu/expts/saycam/frames/18322-S_20140403_1717_08.mp4-9805.jpg,18322-S_20140403_1717_08.mp4-9805.jpg
http://langcog.stanford.edu/expts/saycam/frames/19146-S_20140524_1907_04.mp4-2060.jpg,19146-S_20140524_1907_04.mp4-2060.jpg
http://langcog.stanford.edu/expts/saycam/frames/14514-S_20130829_1012_05.AVI.mp4-1270.jpg,14514-S_20130829_1012_05.AVI.mp4-1270.jpg
http://langcog.stanford.edu/expts/saycam/frames/12877-S_20130529_0712_05.mp4-15415.jpg,12877-S_20130529_0712_05.mp4-15415.jpg
http://langcog.stanford.edu/expts/saycam/frames/15721-S_20131113_1227_03.mp4-16615.jpg,15721-S_20131113_1227_03.mp4-16615.jpg
http://langcog.stanford.edu/expts/saycam/frames/19064-S_20140517_1900_01.mp4-610.jpg,19064-S_20140517_1900_01.mp4-610.jpg
http://langcog.stanford.edu/expts/saycam/frames/13561-S_20130706_0819_04.AVI.mp4-14980.jpg,13561-S_20130706_0819_04.AVI.mp4-14980.jpg
http://langcog.stanford.edu/expts/saycam/frames/14948-S_20130925_1108_02.mp4-9360.jpg,14948-S_20130925_1108_02.mp4-9360.jpg
http://langcog.stanford.edu/expts/saycam/frames/22148-S_20141206_2519_04.mp4-14745.jpg,22148-S_20141206_2519_04.mp4-14745.jpg
http://langcog.stanford.edu/expts/saycam/frames/19780-S_20140705_2018_04.mp4-16880.jpg,19780-S_20140705_2018_04.mp4-16880.jpg
http://langcog.stanford.edu/expts/saycam/frames/17926-S_20140309_1620_01.mp4-2820.jpg,17926-S_20140309_1620_01.mp4-2820.jpg
http://langcog.stanford.edu/expts/saycam/frames/16560-S_20131226_1409_02.mp4-15035.jpg,16560-S_20131226_1409_02.mp4-15035.jpg
http://langcog.stanford.edu/expts/saycam/frames/13949-S_20130731_0914_01.AVI.mp4-16260.jpg,13949-S_20130731_0914_01.AVI.mp4-16260.jpg
http://langcog.stanford.edu/expts/saycam/frames/19188-S_20140528_1911_02.mp4-4600.jpg,19188-S_20140528_1911_02.mp4-4600.jpg
http://langcog.stanford.edu/expts/saycam/frames/19664-S_20140622_2005_04.mp4-25270.jpg,19664-S_20140622_2005_04.mp4-25270.jpg
http://langcog.stanford.edu/expts/saycam/frames/14736-S_20130911_1025_06.mp4-9085.jpg,14736-S_20130911_1025_06.mp4-9085.jpg
http://langcog.stanford.edu/expts/saycam/frames/16217-S_20131207_1320_02.mp4-23385.jpg,16217-S_20131207_1320_02.mp4-23385.jpg
http://langcog.stanford.edu/expts/saycam/frames/16379-S_20131218_1401_01.mp4-9695.jpg,16379-S_20131218_1401_01.mp4-9695.jpg
http://langcog.stanford.edu/expts/saycam/frames/18801-S_20140503_1816_02.AVI.mp4-10950.jpg,18801-S_20140503_1816_02.AVI.mp4-10950.jpg
http://langcog.stanford.edu/expts/saycam/frames/13007-S_20130605_0719_06.mp4-10765.jpg,13007-S_20130605_0719_06.mp4-10765.jpg
http://langcog.stanford.edu/expts/saycam/frames/18434-S_20140409_1723_02.AVI.mp4-16285.jpg,18434-S_20140409_1723_02.AVI.mp4-16285.jpg
http://langcog.stanford.edu/expts/saycam/frames/21439-S_20141019_2402_04.AVI.mp4-440.jpg,21439-S_20141019_2402_04.AVI.mp4-440.jpg
http://langcog.stanford.edu/expts/saycam/frames/12153-S_20130424_0607_01.AVI.mp4-21280.jpg,12153-S_20130424_0607_01.AVI.mp4-21280.jpg
http://langcog.stanford.edu/expts/saycam/frames/18431-S_20140409_1723_02.AVI.mp4-11350.jpg,18431-S_20140409_1723_02.AVI.mp4-11350.jpg
http://langcog.stanford.edu/expts/saycam/frames/18875-S_20140508_1821_02.mp4-17715.jpg,18875-S_20140508_1821_02.mp4-17715.jpg
http://langcog.stanford.edu/expts/saycam/frames/14873-S_20130919_1102_06.mp4-6040.jpg,14873-S_20130919_1102_06.mp4-6040.jpg
http://langcog.stanford.edu/expts/saycam/frames/12097-S_20130421_0604_02.AVI.mp4-52340.jpg,12097-S_20130421_0604_02.AVI.mp4-52340.jpg
http://langcog.stanford.edu/expts/saycam/frames/20055-S_20140729_2112_01.mp4-12955.jpg,20055-S_20140729_2112_01.mp4-12955.jpg
http://langcog.stanford.edu/expts/saycam/frames/17546-S_20140220_1603_02.mp4-15145.jpg,17546-S_20140220_1603_02.mp4-15145.jpg
http://langcog.stanford.edu/expts/saycam/frames/20313-S_20140816_2130_01.mp4-28620.jpg,20313-S_20140816_2130_01.mp4-28620.jpg
http://langcog.stanford.edu/expts/saycam/frames/15814-S_20131117_1300_04.mp4-16630.jpg,15814-S_20131117_1300_04.mp4-16630.jpg
http://langcog.stanford.edu/expts/saycam/frames/16400-S_20131218_1401_04.mp4-3870.jpg,16400-S_20131218_1401_04.mp4-3870.jpg
http://langcog.stanford.edu/expts/saycam/frames/17857-S_20140305_1616_04.mp4-5320.jpg,17857-S_20140305_1616_04.mp4-5320.jpg
http://langcog.stanford.edu/expts/saycam/frames/15357-S_20131027_1210_01.mp4-5880.jpg,15357-S_20131027_1210_01.mp4-5880.jpg
http://langcog.stanford.edu/expts/saycam/frames/15529-S_20131103_1217_02.mp4-6610.jpg,15529-S_20131103_1217_02.mp4-6610.jpg
http://langcog.stanford.edu/expts/saycam/frames/16740-S_20140107_1421_03.mp4-3265.jpg,16740-S_20140107_1421_03.mp4-3265.jpg
http://langcog.stanford.edu/expts/saycam/frames/16550-S_20131226_1409_02.mp4-6370.jpg,16550-S_20131226_1409_02.mp4-6370.jpg
http://langcog.stanford.edu/expts/saycam/frames/17228-S_20140202_1516_09.mp4-6415.jpg,17228-S_20140202_1516_09.mp4-6415.jpg
http://langcog.stanford.edu/expts/saycam/frames/13314-S_20130622_0805_04.AVI.mp4-12505.jpg,13314-S_20130622_0805_04.AVI.mp4-12505.jpg
http://langcog.stanford.edu/expts/saycam/frames/13523-S_20130703_0816_10.AVI.mp4-12125.jpg,13523-S_20130703_0816_10.AVI.mp4-12125.jpg
http://langcog.stanford.edu/expts/saycam/frames/15964-S_20131123_1306_04.mp4-5455.jpg,15964-S_20131123_1306_04.mp4-5455.jpg
http://langcog.stanford.edu/expts/saycam/frames/14556-S_20130901_1015_03.mp4-1245.jpg,14556-S_20130901_1015_03.mp4-1245.jpg
http://langcog.stanford.edu/expts/saycam/frames/14750-S_20130911_1025_06.mp4-27575.jpg,14750-S_20130911_1025_06.mp4-27575.jpg
http://langcog.stanford.edu/expts/saycam/frames/19459-S_20140612_1926_02.mp4-8140.jpg,19459-S_20140612_1926_02.mp4-8140.jpg
http://langcog.stanford.edu/expts/saycam/frames/12322-S_20130504_0617_01.AVI.mp4-8755.jpg,12322-S_20130504_0617_01.AVI.mp4-8755.jpg
http://langcog.stanford.edu/expts/saycam/frames/12772-S_20130526_0709_05.AVI.mp4-7615.jpg,12772-S_20130526_0709_05.AVI.mp4-7615.jpg
http://langcog.stanford.edu/expts/saycam/frames/17773-S_20140302_1613_02.mp4-4700.jpg,17773-S_20140302_1613_02.mp4-4700.jpg
http://langcog.stanford.edu/expts/saycam/frames/18024-S_20140315_1626_04.mp4-7325.jpg,18024-S_20140315_1626_04.mp4-7325.jpg
http://langcog.stanford.edu/expts/saycam/frames/17343-S_20140208_1522_02.mp4-3290.jpg,17343-S_20140208_1522_02.mp4-3290.jpg
http://langcog.stanford.edu/expts/saycam/frames/13594-S_20130710_0823_03.AVI.mp4-6430.jpg,13594-S_20130710_0823_03.AVI.mp4-6430.jpg
http://langcog.stanford.edu/expts/saycam/frames/15887-S_20131121_1304_04.mp4-4220.jpg,15887-S_20131121_1304_04.mp4-4220.jpg
http://langcog.stanford.edu/expts/saycam/frames/16590-S_20131228_1411_03.mp4-29575.jpg,16590-S_20131228_1411_03.mp4-29575.jpg
http://langcog.stanford.edu/expts/saycam/frames/18314-S_20140403_1717_08.mp4-4030.jpg,18314-S_20140403_1717_08.mp4-4030.jpg
http://langcog.stanford.edu/expts/saycam/frames/18974-S_20140510_1823_07.mp4-4320.jpg,18974-S_20140510_1823_07.mp4-4320.jpg
http://langcog.stanford.edu/expts/saycam/frames/14712-S_20130911_1025_04.mp4-1330.jpg,14712-S_20130911_1025_04.mp4-1330.jpg
http://langcog.stanford.edu/expts/saycam/frames/14747-S_20130911_1025_06.mp4-24055.jpg,14747-S_20130911_1025_06.mp4-24055.jpg
http://langcog.stanford.edu/expts/saycam/frames/19900-S_20140713_2026_03.mp4-15450.jpg,19900-S_20140713_2026_03.mp4-15450.jpg
http://langcog.stanford.edu/expts/saycam/frames/19624-S_20140618_2001_05.mp4-17265.jpg,19624-S_20140618_2001_05.mp4-17265.jpg
http://langcog.stanford.edu/expts/saycam/frames/16456-S_20131221_1404_06.mp4-3700.jpg,16456-S_20131221_1404_06.mp4-3700.jpg
http://langcog.stanford.edu/expts/saycam/frames/16300-S_20131214_1327_01.mp4-7770.jpg,16300-S_20131214_1327_01.mp4-7770.jpg
http://langcog.stanford.edu/expts/saycam/frames/15306-S_20131024_1207_01.mp4-5830.jpg,15306-S_20131024_1207_01.mp4-5830.jpg
http://langcog.stanford.edu/expts/saycam/frames/17912-S_20140308_1619_02.mp4-8950.jpg,17912-S_20140308_1619_02.mp4-8950.jpg
http://langcog.stanford.edu/expts/saycam/frames/15328-S_20131024_1207_02.mp4-11885.jpg,15328-S_20131024_1207_02.mp4-11885.jpg
http://langcog.stanford.edu/expts/saycam/frames/17197-S_20140202_1516_06.mp4-585.jpg,17197-S_20140202_1516_06.mp4-585.jpg
http://langcog.stanford.edu/expts/saycam/frames/17007-S_20140125_1508_01.mp4-1020.jpg,17007-S_20140125_1508_01.mp4-1020.jpg
http://langcog.stanford.edu/expts/saycam/frames/16881-S_20140119_1502_01.mp4-7670.jpg,16881-S_20140119_1502_01.mp4-7670.jpg
http://langcog.stanford.edu/expts/saycam/frames/18557-S_20140418_1801_01.mp4-27935.jpg,18557-S_20140418_1801_01.mp4-27935.jpg
http://langcog.stanford.edu/expts/saycam/frames/18358-S_20140405_1719_02.AVI.mp4-15400.jpg,18358-S_20140405_1719_02.AVI.mp4-15400.jpg
http://langcog.stanford.edu/expts/saycam/frames/18324-S_20140403_1717_08.mp4-12170.jpg,18324-S_20140403_1717_08.mp4-12170.jpg
http://langcog.stanford.edu/expts/saycam/frames/20531-S_20140830_2213_01.mp4-5035.jpg,20531-S_20140830_2213_01.mp4-5035.jpg
http://langcog.stanford.edu/expts/saycam/frames/18016-S_20140315_1626_03.mp4-2255.jpg,18016-S_20140315_1626_03.mp4-2255.jpg
http://langcog.stanford.edu/expts/saycam/frames/14998-S_20130928_1111_04.mp4-370.jpg,14998-S_20130928_1111_04.mp4-370.jpg
http://langcog.stanford.edu/expts/saycam/frames/19411-S_20140611_1925_01.mp4-4425.jpg,19411-S_20140611_1925_01.mp4-4425.jpg
http://langcog.stanford.edu/expts/saycam/frames/18002-S_20140312_1623_04.mp4-11270.jpg,18002-S_20140312_1623_04.mp4-11270.jpg
http://langcog.stanford.edu/expts/saycam/frames/15884-S_20131121_1304_04.mp4-1420.jpg,15884-S_20131121_1304_04.mp4-1420.jpg
http://langcog.stanford.edu/expts/saycam/frames/20337-S_20140816_2130_05.mp4-11750.jpg,20337-S_20140816_2130_05.mp4-11750.jpg
http://langcog.stanford.edu/expts/saycam/frames/19608-S_20140618_2001_04.mp4-8650.jpg,19608-S_20140618_2001_04.mp4-8650.jpg
http://langcog.stanford.edu/expts/saycam/frames/13006-S_20130605_0719_06.mp4-8095.jpg,13006-S_20130605_0719_06.mp4-8095.jpg
http://langcog.stanford.edu/expts/saycam/frames/19639-S_20140622_2005_01.mp4-4525.jpg,19639-S_20140622_2005_01.mp4-4525.jpg
http://langcog.stanford.edu/expts/saycam/frames/14517-S_20130829_1012_05.AVI.mp4-6030.jpg,14517-S_20130829_1012_05.AVI.mp4-6030.jpg
http://langcog.stanford.edu/expts/saycam/frames/14525-S_20130829_1012_05.AVI.mp4-19695.jpg,14525-S_20130829_1012_05.AVI.mp4-19695.jpg
http://langcog.stanford.edu/expts/saycam/frames/17227-S_20140202_1516_09.mp4-6110.jpg,17227-S_20140202_1516_09.mp4-6110.jpg
http://langcog.stanford.edu/expts/saycam/frames/12446-S_20130508_0621_03.AVI.mp4-17090.jpg,12446-S_20130508_0621_03.AVI.mp4-17090.jpg
http://langcog.stanford.edu/expts/saycam/frames/18933-S_20140510_1823_01.mp4-9880.jpg,18933-S_20140510_1823_01.mp4-9880.jpg
